"song.id" "song" "id" "name_artist" "language" "text" "translation"
"39" "3ade68b7g00ea5ea3" "Shine Acoustic" "3ade68b7g00ea5ea3" "muse" 1 "We would kiss for the life we've earned, Someone's sold all the truth you yearned. Remember when we used to shine, And had no fear of sense of time...  Creeps up in me...  We can't cry now there's nothing to feel.. Noone's noticed our loneliness.. Remember when you used to tease, And made us scream eternal time..  I can't believe that you've always been here, Cause once you promised a life with no fear. Please don't break my ideals! And say what's fake, was always real!  I was the one, One and only! Take me back again..." "[Brilhar Acústica] Nós beijo para a vida que você ganhou. Algué vendeu toda a verdade que você ansiava Lembra quando a gente costumava brilhar E não tinha medo de senso de tempo  Se aproxima-se em mim  Não podemos chorar agora não há nada para se sentir Ninguém notou a nossa solidão Lembra quando você costumava implicar E nos fez gritar o tempo eterno  Eu não posso acreditar que você sempre esteve aqui Porque uma vez que você prometeu uma vida sem medo Por favor, não quebre meus ideais! E dizer o que é falso, sempre foi real!  eu era o único Um e só! Leve-me de volta"
"40" "3ade68b7g036a8ea3" "Map Of The Problematique" "3ade68b7g036a8ea3" "muse" 1 "Fear and panic in the air I want to be free From desolation and despair And I feel like everything I saw Is being swept away And I refuse to let you go  I can't get it right Get it right Since I met you  Loneliness be over When will this loneliness be over?  Life will flash before my eyes So scared to be lost I want to touch the other side And the world Thinks they are to blame Why can't we see That when we bleed we bleed the same  I can't get it right Get it Righ T Since I met you  Loneliness be over When will this loneliness be over? Loneliness be over When will this loneliness be over?    Fear, our future on the run Running away And our judgement has began No one Thinks they are to blame Why can't we see When we bleed we bleed the same" "[Mapa da problemática]   Medo e pânico no ar Eu quero ser livre Da desolação e desespero E sinto como se tudo que vi Esta começando a se devastar E me recuso a te deixar partir  Não consigo fazê-lo direito Fazê-lo direito Desde que te conheci  Acabe solidão Quando a solidão vai acabar?  A vida vai mais rápido do que meus olhos vêem Tão assustado para estar perdido Quero alcançar o outro lado E o mundo Pensa que eles são os culpados Por que não podemos ver Que quando sangramos, sangramos iguais  Não consigo fazê-lo direito Fazê-lo direito, Desde que te conheci  Solidão acabe Quando a solidão vai acabar? Solidão acabe Quando a solidão vai acabar?   Medo, nosso futuro em fuga Fugindo E nosso julgamento começou Ninguém pensa que eles são os culpados Por que não podemos ver Que quando sangramos, sangramos iguais"
"41" "3ade68b7g0e448ea3" "Supermassive Black Hole" "3ade68b7g0e448ea3" "muse" 1 "Oh baby dont you know I suffer? Oh baby can you hear me moan? You caught me under false pretenses How long before you let me go?  You set my soul alight You set my soul alight  (You set my soul alight) Glaciers melting in the dead of night And the superstars sucked into the supermassive  (You set my soul) Glaciers melting in the dead of night And the superstars sucked into the 'supermassive'  I thought I was a fool for no-one Oh baby I'm a fool for you You're the queen of the superficial And how long before you tell the truth  You set my soul alight You set my soul alight  (You set my soul alight) Glaciers  melting in the dead of night And the superstars sucked into the supermassive  (You set my soul) Glaciers melting in the dead of night and the superstars sucked into the 'supermassive'  Supermassive black hole Supermassive black hole Supermassive black hole  Glaciers melting in the dead of night And the superstars sucked into the supermassive  Space shields melting in the dead of night And the superstars sucked into the supermassive  (You set my soul alight) Glaciers melting in the dead of night and the superstars sucked into the supermassive  (You set my soul) Glaciers melting in the dead of night And the superstars sucked into the supermassive  Supermassive black hole Supermassive black hole Supermassive black hole  I thought I was a fool for no one But ooo baby, im a fool for you You're the Queen of the superficial But how long before you tell the truth?  Ooooooo-ahhhhhhh, you set my soul a-light Ooooooo-ahhhhhhh, you set my soul a-light Glaciers melting in the dead of night (Ooooooo-ahhhhhhh, you set my soul a-light) And the superstars sucked into the supermassive.   (Super-massive-black-hooooole)" "[Buraco Negro Supermassivo] Oh, querida, você não sabe que eu sofro? Oh, querida, você não ouve minhas queixas? Você me pegou sob falsas pretensões Quanto tempo até você me soltar?  Ohhh-ahh, Você acendeu minha alma Ohhh-ahh, Você acendeu minha alma  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  Eu pensei que eu não era tolo de ninguém Mas, ohh querida, eu sou tolo por você Você é a rainha do superficial Mas quanto tempo antes de você dizer a verdade?  Ohhh-ahh, Você acendeu minha alma Ohhh-ahh, Você acendeu minha alma  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  Buraco negro super-massivo Buraco negro super-massivo Buraco negro super-massivo  Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do supermassivo  Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do supermassivo  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  (Você acendeu minha alma) Geleiras descongelam na morte (calada) da noite E as super-estrelas foram sugadas pra dentro do super-massivo  Buraco negro super-massivo Buraco negro super-massivo Buraco negro super-massivo  Eu pensei que eu não era tolo de ninguém Mas, ohh querida, eu sou tolo por você Você é a rainha do superficial Mas quanto tempo antes de você dizer a verdade?  Ooooooo-ahhhhhhh, Você acendeu minha alma Ooooooo-ahhhhhhh, Você acendeu minha alma Geleiras descongelam na morte (calada) da noite (Ooooooo-ahhhhhhh, Você acendeu minha alma) E as super-estrelas foram sugadas pra dentro do super-massivo  Buraco negro super-massivo"
"42" "3ade68b7g10a43ea3" "Do we need this?" "3ade68b7g10a43ea3" "muse" 1 "Too many young and too many old  Too many people left during the cold  You want everything to change  Cause you are afraid of losing  She only exists when she's on a string  He's only alive inside a machine  We want everything to change  Cause we are afraid of losing  Tell me do you really need this  Tell me do you really care  Tell me do you really need this  Tell me do you really careI donâ€™t think you really need this  I donâ€™t think you really care  I donâ€™t think you really need this  I donâ€™t think you really care  Too many young and too many old  To many people left in the cold  We want everything to change  Now Iâ€™m so afraid of losing  Yeah yeah yeah     " "Muitos jovens demais e muitos velhos demais Muitas pessoas te deixaram no frio Você quer que tude mude Porque você está com medo de perder  Ela só existe quando está em uma tela Ele só é vivo dentro de uma máquina Nós queremos que tudo mude Porque nós estamos com medo de perder  Me fale que você realmente precisa disto Me fale que você realmente se importa Me fale que você realmente precisa disto Me fale que você realmente se importa  Eu não acho que você realmente precise disto Eu não acho que você realmente se importe Eu não acho que você realmente precise disto Eu não acho que você realmente se importe  Muitos jovens demais e muitos velhos demais Muitos encurralados no seu molde Mas nós queremos que tudo mude Agora eue stou com medo de perder Yeah Yeah Yeah"
"43" "3ade68b7g124e6ea3" "Get A Grip" "3ade68b7g124e6ea3" "muse" 1 "So happy now Burning candle burns aims You should probably choose And show fools Implores you to dance in  You, everything Why this? Who'll wait what seems When we'll play The eternal time To burn us out? We make it now  Catch me again The future should forgive the misery In these twenty years Why what belongs you remained sane?  You, everything Why this? Who'll wait what seems When we'll play The eternal time To burn us out? We make it now  You, everything Why this? Who'll wait what seems When we'll play The eternal time To burn us out? We make it now" "[Get A Grip] Tão feliz agora Queimando velas, acertando alvos Você poderia provavelmente escolher E mostrar os bestas Te implorando pra dançar  Você, tudo Por que isso? Quem vai esperar o que parece existir Quando jogarmos? O tempo infinito Nos extingue? Fazemos o agora  Me pegue de novo O futuro poderia perdoar a miséria Nestes vinte anos Por que o que te pertence continua o mesmo?  Você, tudo Por que isso? Quem vai esperar o que parece existir Quando jogarmos? O tempo infinito Nos extingue? Fazemos o agora  Você, tudo Por que isso? Quem vai esperar o que parece existir Quando jogarmos? O tempo infinito Nos extingue? Fazemos o agora"
"44" "3ade68b7g306b8ea3" "Take A Bow" "3ade68b7g306b8ea3" "muse" 1 "Corrupt, You corrupt, Bring corruption to all that you touch  Hold, You behold, And behold'en for all that you've done  And spell, Cast a spell, Cast a spell on the country you run  And risk, you will risk, you will risk all their lives and their souls...  and burn.. you will burn.... you will burn in hell yea you'll burn in hell yea you'll burn in hell x 2 for your sins  oohh ahhh  And our freedom's consuming itself What we've become... It's contrary to what we want  Take a bow! [synth] -ow ow ow ow OW OW---  Death, You bring death, and destruction to all that you touch  Pay, You must pay, You must pay for your crimes against the earth!  Yeaaaa hags! Feed the hags, Feed the hags on the country you love!  Now beg! You will beg! You will beg for their lives and their souls!  Now burn! You will burn! You will burn in hell, yea you'll burn in hell yea you'll burn in hellx4 for your sins" "[Submeta-se]  Corrupto Você é um corrupto Traz corrupção para tudo em que você toca  Contemple Você contemplará E os contemplará por tudo que você fez  E enfeitice Lance um feitiço Lance um feitiço no país que você comanda  E arrisque Você arriscará Você arriscará todas as vidas e as almas deles  E queime Você irá queimar Você irá queimar no inferno Sim, você irá queimar no inferno Você irá queimar no inferno 2x pelos seus pecados  Oohhh  E nossa liberdade está consumindo a si mesma O que nós nos tornamos é o contrário do que nós desejávamos  Submeta-se! - Oh Oh Oh Oh Oh  Morte Você traz morte, E destruição para tudo em que  você toca  Pague Você deve pagar Você deve pagar pelos seus crimes contra a terra  Yeeah, falhas Alimente a falha Alimente a falha do país que você ama  Agora implore Você irá implorar Você irá implorar pelas vidas e pelas almas deles  E queime Você irá queimar Você irá queimar no inferno Sim, você irá queimar no inferno 4x pelos seus pecados"
"45" "3ade68b7g30a43ea3" "Forced in" "3ade68b7g30a43ea3" "muse" 1 "Push me in Into greed Force me in Into greed Squeeze me in Into greed  Ah ooh Aah ooh  Break me in Ah ooh  Push me in Into greed Force me in Into greed Squeeze me in Into greed" "[Forçado]  Me empurre Para a cobiça Force-me Em direção à cobiça Me aperte para a cobiça  Ah ooh Ah ooh  Me coloque pra dentro Ah ooh  Me empurre Para a cobiça Force-me Em direção à cobiça Me aperte para a cobiça"
"46" "3ade68b7g3f3ebea3" "Easily" "3ade68b7g3f3ebea3" "muse" 1 "Let your inhibitions go Make every touch electrical When you're feeling beautiful Will you remember me?  I wanna touch you deep inside And find the secrets that you hide When your fears are cast aside Will you remember me?  Easily forgotten love Easily forgotten love It's not so easily  I just want to let you know My mind refuses to let you go I wanna hypnotise you So you remember me  Easily forgotten love Easily forgotten love It's not so easily  Easily forgotten love Easily forgotten love Easily the best I ever had Easily the best I ever had" "[Easily]   Deixe as suas inibições desaparecerem Faça com que cada toque seja elétrico Quando você está se sentindo bonita Você se lembrará de mim?  Eu quero te tocar profundamente E descobrir os segredos que você esconde Quando seus medos são deixados de lado Você lembrará de mim?  Amor facilmente esquecido Amor facilmente esquecido Não é tão fácil  Eu só quero que saibas Que minha mente se recusa deixar-te ir Eu quero te hipnotizar Para que assim te lembres de mim  Amor facilmente esquecido Amor facilmente esquecido Não é tão fácil  Amor facilmente esquecido Amor facilmente esquecido Facilmente, o melhor que eu tive Facilmente, o melhor que eu tive"
"47" "3ade68b7g3ff8bea3" "The Groove" "3ade68b7g3ff8bea3" "muse" 1 "So here it gives again Rape and pillage prooves To win the public vote  Someone tell me who will take the prize And who takes the fall  So confused When you're lost in the groove So confused When you're lost in the groove  Downtown comes again And how most are shifting like a chameleon Someone tell me why she breaks my fall And then breaks my heart  So confused When you're lost in the groove So confused When you're lost in the groove  Wow  So confused When you're lost in the groove So confused When you're lost in the groove" "O esquema  Então lá vem de novo Estupro e pilhagem para Ganhar o voto do público  Alguém me diz quem vai levar o prêmio E quem vai assumir a derrota  Tão confuso Quando você se perde no esquema Tão confuso Quando você se perde no esquema  O centro da cidade surge de novo E quantos mais estão mudando como um camaleão? Alguém me contou por que ela acabou com a minha derrota E então quebrou meu coração  Tão confuso Quando você se perdeu no esquema Tão confuso Quando você se perdeu no esquema  Tão confuso Quando você se perdeu no esquema Tão confuso Quando você se perdeu no esquema"
"48" "3ade68b7g406b8ea3" "Assassin" "3ade68b7g406b8ea3" "muse" 1 "War is overdue The time has come  for you  To shoot your leaders down Join forces underground  Lose control Increasing pace Warped and bewitched Time to erase  Whatever they say These people are torn Wild and bereft Assassin is born  Oppose and disagree Destroy demonacracy  Lose control Increasing pace  Warped and bewitched Time to erase  Whatever they say These people are torn Wild and bereft Assassin is born" "[Assassino]  A guerra está atrasada A sua hora já chegou Para matar seus lideres E juntar forças secretas.  Perca o controle. Aumente o passo Deformado e enfeitiçado É hora de exinguir  Por mais que eles digam Estas pessoas estão feridas Sozinhas e desoladas O assassino é nato  Contrapondo e discordando Destrua a demonocracia  Perca o controle Aumente o passo Deformado e enfeitiçado É hora de exinguir  Por mais que eles digam Estas pessoas estão feridas Sozinhas e desoladas O assassino é nato!"
"49" "3ade68b7g4cdbcea3" "Eternally Missed" "3ade68b7g4cdbcea3" "muse" 1 "Chase your dreams away Glass needles in the hay The sun forgives the clouds You are my holy shroud  I just don´t care if it´s real that won´t change how it feels I just don´t care if it´s real that won´t change how it feels  No it doesn't change And you can't resist Making me feel eternally missed And you can't resist And you can't resist Making me feel  Chase your dreams away Glass needles in the hay The sun forgives the clouds You are my holy shroud  And I just don´t care if it´s real that won´t change how it feels I just don´t care if it´s real that won´t change how it feels  No it doesn't change And you can't resist Making me feel eternally missed You can't resist You can't resist Making me feel  You can't resist Making me feel eternally missed You can't resist You can't resist Making me feel  You can't resist Making me feel eternally missed And you can't resist And you can't resist Making me feel" "[Eternally Missed] Afugente seus sonhos Agulhas de vidro na pasto O sol perdoa as nuvens Você é minha preciosa proteção  Eu somente não me importo se isso é real Que não mudará esse sentimento Eu somente não me importo se isso é real Que não mudará esse sentimento  Não, isso não muda E você não pode resistir Me fazendo sentir eternamente perdido E você não pode resistir E você não pode resistir Me fazendo sentir  Afugente seus sonhos Agulhas de vidro na pasto O sol perdoa as nuvens Você é minha preciosa proteção  Eu somente não me importo se isso é real Que não mudará esse sentimento Eu somente não me importo se isso é real Que não mudará esse sentimento  Não, isso não muda E você não pode resistir Me fazendo sentir eternamente perdido E você não pode resistir E você não pode resistir Me fazendo sentir  Você não pode resistir Me fazendo sentir eternamente perdido E você não pode resistir E você não pode resistir Me fazendo sentir  Você não pode resistir Me fazendo sentir eternamente perdido E você não pode resistir E você não pode resistir Me fazendo sentir"
"50" "3ade68b7g506b8ea3" "Exo-politics" "3ade68b7g506b8ea3" "muse" 1 "Open the skies over me I am waiting patiently I'll wait for a sign As conspiracies unwind Will you slam shut or free your mind Or stay hypnotised?  When the Zetas fill the skies Will our leaders tell us why? Fully loaded satellites Will target nothing but our minds!  Well I'm waiting patiently Well I'll wait for the sign  Carried through the centuries Secrets locked up And loaded on my back Well it weighs me down...  When the Zetas fill the skies It's just our leaders in disguise! Fully loaded satellites Will target nothing but our minds!  Well I'm waiting patiently Well I'll wait for the sign Well I'm waiting patiently But I'll wait for the sign" "[Fora da Política]  Clareie o céu sobre mim Estou esperando pacientemente Vou esperar por um sinal Então as conspirações se desenvolvem Vai bater e chutar, abrir sua cabeça Ou ficar hipnotizado?  Quando os zetas ocuparem o céu Irão nossos líderes nos dizer por que? Satélites completamente carregados Vão atingir nada, mas as nossas mentes  Bem, estou esperando pacientemente Bem, estou esperando pelo sinal  Arrastando durante séculos Segredos guardados E pesando nas minhas costas Bem, isso me oprime  Quando os zetas ocuparem o céu São apenas nossos líderes em disfarces! Satélites completamente carregados Vão atingir nada, mas as nossas mentes  Bem, estou esperando pacientemente Bem, estou esperando pelo sinal Bem, estou esperando pacientemente Mas vou esperar pelo sinal"
"51" "3ade68b7g50a43ea3" "Instant Messenger" "3ade68b7g50a43ea3" "muse" 1 "It's gonna be ok I can’t afford another day At 50 bytes per second  I’ve never seen your face I’ve never heard your voice  But I think I like it When you instant message me With a promise I can feel it I can tell you're gonna be Just like me  My eyes are gonna strained My heart is feeling pain At 50 beats per second  I’ve never seen your eyes I’ve never heard your lies  But I think I like it When you instant message me With a promise I can feel it I can tell you're gonna be Just like me Just like me  You tell You tell You tell my name" "[Mensagem instantânea]  Vai ficar tudo bem Não posso me dar ao luxo de outro dia Com 50 bites por segundo  Nunca vi seu rosto Nunca ouvi sua voz  Mas acho que gosto disso Quando me manda uma mensagem instantânea Com uma promessa Posso senti-la Posso lhe dizer que você vai ficar Exatamente como eu  Meus olhos estão ficando pesados, meu coração está doendo Com 50 bites por segundo  Nunca vi seus olhos Nunca ouvi suas mentiras  Mas acho que gosto disso Quando você me manda uma mensagem instantânea com uma promessa E posso senti-la Posso lhe dizer que você vai ficar Exatamente como eu Exatamente como eu  Você diz Você diz Você diz meu nome"
"52" "3ade68b7g55db8ea3" "Soldier's Poem" "3ade68b7g55db8ea3" "muse" 1 "Throw it all away Let's lose ourselves 'Cause there's no one left for us to blame It's a shame we're all dying And do you think you deserve your freedom?  How could you send us so far away from home? When you know damn well that this is wrong I would still lay down my life for you  And do you think you deserve your freedom?  No I don't think you do  Theres no justice in the world Theres no justice in the world  And there never was." "[Poema de soldado] Jogue tudo isso para longe Vamos nos perder Porque não sobrou mais ninguém para nós culparmos É uma vergonha: estamos todos morrendo E você acha que merece a sua liberdade  Como você pôde nos mandar para tão longe de casa? Quando você sabe muito bem que isso é errado Ainda assim eu daria minha vida por você  E você acha que merece a sua liberdade?  Não, eu não acho que você a mereça  Não há justiça no mundo Não há justiça no mundo  E nunca houve."
"53" "3ade68b7g5f943ea3" "Coma" "3ade68b7g5f943ea3" "muse" 1 "Confide in me  Sustain on my apathy  You're such a mess  You can learn not to confess  You will not find it in me  Simply because I can't  Wake up and find it in me  I'm in a coma You will not find it in me  You'll reveal all your pains again   We'll fall asleep  So deeply out of reach  For years feeling dead  We can fall right out of bed  You will not find it in me  Simply because I can't  Wake and find it in me  I'm in a coma You will not find it in me  You'll reveal all your pains again  Hey such a mess but I don't care  Simply because I can't  Wake and find it in me  I'm in a coma  You will not find it in me  You'll reveal all your pains again" "[Coma]  Confie em mim Sustente-se na minha apatia Você é uma bagunça Você pode aprender a não confessar  Você não vai encontrar isso em mim Simplesmente porque eu não posso Acordar e encontrar isso em mim Eu estou em coma Você não vai encontrar isso em mim Você ira revelar todas as suas dores novamente  Nós cairemos no sono Tão profundamente, fora de alcance Por anos nos sentindo mortos Podemos cair da cama  Você não vai encontrar isso em mim Simplesmente porque eu não posso Acorde e encontre isso em mim Eu estou em coma Você não vai encontrar isso em mim Você revelará todas as suas dores novamente  Hey, tanta bagunça mas eu não ligo Simplesmente porque eu não posso Acordar e encontrar isso em mim Eu estou em coma  Você não vai encontrar isso em mim Você revelará todas as suas dores novamente"
"54" "3ade68b7g60a43ea3" "In Your World" "3ade68b7g60a43ea3" "muse" 1 "I'm hurting you again Too lonely to pretend Like everything is new I promise you to Blow it all away  In your world No one is crying alone In your world No one is dying alone  Too broken to belong too weak to sing along I'll comfort you my friend Helping you to Blow it all away  In your world No one is crying alone In your world No one is dying alone" "[No seu mundo] Eu estou te ferindo novamente Solitário demais para fingir Como tudo fosse novo Eu te prometo que Mandarei tudo pelos ares  No seu mundo Ninguém está chorando sozinho No seu mundo Ninguém está morrendo sozinho  Machucado demais para ser amado Fraco demais para cantar junto Eu vou te confortar, meu amigo Ajudando você a Mandar tudo pelos ares  No seu mundo Ninguém está chorando sozinho No seu mundo Ninguém está morrendo sozinho"
"55" "3ade68b7g65db8ea3" "Invincible" "3ade68b7g65db8ea3" "muse" 1 "Follow through Make your dreams come true Don't give up the fight You will be alright Cause there's no one like you in the universe  Don't be afraid What your mind conceives You should make a stand Stand up for what you believe And tonight We can truly say Together we're invincible  During the struggle They will pull us down But please, please Lets use this chance To turn things around And tonight We can truly say Together we're invincible  Do it on your own It makes no difference to me What you leave behind What you choose to be And whatever they say Your soul's unbreakable  During the struggle They will pull us down But please, please Let use this chance To turn things around And tonight We can truly say Together we're invincible  Together we're invincible  During the struggle They will pull us down Please, please Let use this chance To turn things around And tonight We can truly say Together we're invincible  Together we're invincible" "[Invencíveis] Vá em frente Faça os seus sonhos se realizarem Não desista da luta Você ficará bem Porque não há ninguém como você no universo  Não tenha medo Do que a sua mente concebe Voce deveria tomar partido Lutar pelo que você acredita E essa noite Nós podemos verdadeiramente dizer juntos somos invencíveis  Durante a luta, Eles irão nos rebaixar Mas por favor, por favor, Vamos usar essa chance Para reverter as coisas E essa noite Nos podemos verdadeiramente dizer juntos somos invencíveis  Faça isso por si mesmo Não faz diferença pra mim O que você deixa pra trás, O que você escolhe ser E qualquer coisa que disserem Sua alma é inquebrável  E durante a luta, Eles irão nos rebaixar Mas por favor, por favor, Vamos usar essa chance Para reverter as coisas E essa noite Nos podemos verdadeiramente dizer Que juntos, somos invencíveis  Juntos, somos invencíveis  E durante a luta, Eles irão nos rebaixar Mas por favor, por favor, Vamos usar essa chance Para reverter as coisas E essa noite Nos podemos verdadeiramente dizer Que juntos, somos invencíveis  Que juntos, somos invencíveis"
"56" "3ade68b7g67468ea3" "Starlight" "3ade68b7g67468ea3" "muse" 1 "Far away  The ship is taking me far away  Far away from the memories  Of the people who care if I live or die   Starlight  I will be chasing a starlight  Until the end of my life  I dont know if it's worth it anymore   Hold you in my arms  I just wanted to hold  You in my arms   My life  You electrify my life  Lets conspire to ignite  All the souls that would die just to feel alive   But I'll never let you go  If you promise not to fade away  never fade away   Our hopes and expectations  Black holes and revelations  Our hopes and expectations  Black holes and revelations   Hold you in my arms  I just wanted to hold  You in my arms   Far away  The ship is taking me far away  Far away from the memories  Of the people who care if I live or die   And I'll never let you go  If you promise not to fade away  never fade away   Our hopes and expectations  Black holes and revelations  Our hopes and expectations  Black holes and revelations   Hold you in my arms  I just wanted to hold  You in my arms I just wanted to hold" "[Luz das Estrelas]  Bem longe O navio está me levando para bem longe Pra bem longe das memórias Das pessoas que se importam se eu vivo ou morro  Luz das estrelas Eu vou estar perseguindo a luz das estrelas Até o fim da minha vida Eu não sei se isso vale mais  Segurar você em meus braços Eu só queria segurar Você em meus braços  Minha vida Você eletrifica minha vida Vamos conspirar para dar ignição Todas as almas que podem morrer apenas para se sentir vivas  Mas eu nunca vou deixar você ir Se você prometer não desaparecer Nunca desaparecer  Nossas esperanças e expectativas Buracos negros e revelações Nossas esperanças e expectativas Buracos negros e revelações  Segurar você em meus braços Eu só quero segurar Você em meus braços  Bem longe Essa nave está me levando para bem longe Pra bem longe das memórias Das pessoas que se importam se eu vivo ou morro  Mas eu nunca vou deixar você ir Se você prometer não desapacer Nunca desaparecer  Nossas esperanças e expectativas Buracos negros e revelações Nossas esperanças e expectativas Buracos negros e revelações  Segurar você em meus braços Eu só quero segurar Você em meus braços Eu só quero segurar"
"57" "3ade68b7g6f943ea3" "Host" "3ade68b7g6f943ea3" "muse" 1 "I've read you well  I just want to get away  Cos you used my love  I just need to get away  My trust in you has been abused  My trust in you has been overused  Sick of this space  Wish we could be far away  Cos I wasted all my youth  I'll never see it again  My trust in you has been abused  My trust in you has been overusedCause you've bled me dry now  I just wanna run awayawayeeayeeay  I just wanted too much  I wish we could be far away  And if my wish comes true  You'll never see me again" "Multidão  Te interpretei bem Só quero ir embora Porque você usou meu amor Só preciso ir embora Minha confiança em você foi mal usada Minha confiança em você foi usada excessivamente  Cansado deste espaço Gostaria que pudessemos estar bem longe Porque perdi toda a minha juventude Nunca verei-a novamente Minha confiança em você foi mal usada Minha confiança em você foi usada excessivamente  Só quero uma outra coisa Gostaria que pudessemos estar bem longe E se meu desejo virar realidade Você nunca me verá novamente"
"58" "3ade68b7g85db8ea3" "City Of Delusion" "3ade68b7g85db8ea3" "muse" 1 "Stay away from me Build a fortress And shield your beliefs Touch the divine As we fall in line  Can I believe When I don't trust All your theories Turn to dust I choose to hide From the all seeing eye  Destroy this City of Delusion Break these walls down I will avenge Justify my reasons With your blood  You'll not rest Settle for less Until you guzzle And squander whats left Do not deny You live and let die  Destroy this City of Delusion Break these walls down I will avenge Justify my reasons With your blood  Destroy this City of Delusion Break these walls down I will fight Justify my reasons With your blood" "[City Of Delusion] Fique longe de mim Construa uma fortaleza E proteja suas crenças Toque o divino Enquanto nós entramos na linha  Posso eu acreditar Quando não confio? Todas as suas teorias Se tornaram pó Eu escolhi me esconder Do olho que tudo vê  Destrua essa Cidade da Ilusão Derrube estes muros Eu lutarei Justificarei meus motivos Com seu sangue  Você não vai descansar Se contentar com pouco Até você se embriagar E desperdiçar o que sobra Não negue Que você vive e deixa morrer  Destrua essa Cidade de Desilusão Derrube estes muros Eu lutarei Justificarei meus motivos Com seu sangue  Destrua essa Cidade de Desilusão Derrube estes muros Eu lutarei Justificarei meus motivos Com seu sangue"
"59" "3ade68b7g8f943ea3" "Recess" "3ade68b7g8f943ea3" "muse" 1 "Resuscitate  In my sleep  Awake to see  You're never here  But the losing yields  Another year  Facing hopes and fears  And I wish  I could believe there was more  Hopes suffocating  You've kissed my life  And the planes and trains  Are to blame  For tempting us  To refrain  And to cut the chord  This every word  Of the truths absurd And I wish  I could believe there was more  Hopes suffocating  You've kissed my life  Hopes suffocating  Hopes suffocating  Hopes suffocating  And you've kissed my life" "[Recesso] Ressuscitar Em meu sono Desperta para ver Você nunca está aqui  Mas os rendimentos perdem Mais um ano Enfrentando medos e esperanças  E eu gostaria De poder acreditar que havia mais Esperanças que me sufocam Você já beijou a minha vida  E os aviões e trens São culpados Por tentar-nos Que se abstenha E para cortar a corda Todas estas palavras Das verdades absurdos E eu gostaria De poder acreditar que havia mais Esperanças que me sufocam Você já beijou a minha vida  Esperanças que me sufocam Esperanças que me sufocam Esperanças que me sufocam E você beijou a minha vida"
"60" "3ade68b7g90a43ea3" "Nature 1" "3ade68b7g90a43ea3" "muse" 1 "Conforming on a monday Too often and too cold But you aren't even listening Because you are just  Too old to feel an earthquake Or too cool to even care But you aren't even listening So why should I?  You are A natural disaster And I've wanted you too much And now I'm gonna lose I've wanted you too much And now I've gotta choose  You're the cause of all this And I'm sick of trying to please you And you're gonna feel my emotions coming Because you're the world  Like a broken damn you're empty And all that's left are the sticks and stones That were built by other people And it really shows But you aren't even listening Because you are just  Too old to feel an earthquake Or too cool to even care But you aren't even listening So why should I?  You are A natuaral disaster And I've wanted you too much And now I'm gonna lose I've wanted you too much And now I've gotta choose  You're the cause of all this And I'm sick of trying to please you And you're gonna feel my emotions coming Because you're the world  " "[Natureza 1] Conformando-se em uma segunda-feira Tão frequente tão frio Mas você sequer está ouvindo Pois você é só  Muito velha pra sentir um terremoto Ou muito cool pra sequer ligar Mas você sequer está ouvindo Então por que eu deveria?  Você é um desastre natural E eu te quis muito E agora vou perder Eu te quis muito E agora tenho que escolher  Você é o motivo de tudo isso E estou cansado de tentar agradar você E você sentirá minhas emoções chegando Pois você é o mundo  Como uma maldição quebrada você é vazia  E tudo que sobrou são varas e pedras Construídas por outra pessoa E isso realmente mostra Mas você sequer está ouvindo Pois você é só  Muito velha pra sentir um terremoto Ou muito cool pra sequer ligar Mas você sequer está ouvindo Então por que eu deveria?  Você é um desastre natural E eu te quis muito E agora vou perder Eu te quis muito E agora tenho que escolher  Você é o motivo de tudo isso E estou cansado de tentar agradar você E você sentirá minhas emoções chegando Pois você é o mundo"
